Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper
08/01/2020,Mississippi,MS,,,11.55,Drug Overdose,2020,31,,,12.95
08/08/2020,Mississippi,MS,10.76,,14.90,Drug Overdose,2020,32,,,13.34
08/15/2020,Mississippi,MS,11.95,,16.46,Drug Overdose,2020,33,10.14,,14.08
08/22/2020,Mississippi,MS,,,11.22,Drug Overdose,2020,34,,,13.53
08/29/2020,Mississippi,MS,,,11.18,Drug Overdose,2020,35,,,13.44
09/05/2020,Mississippi,MS,,,12.52,Drug Overdose,2020,36,,,12.84
09/12/2020,Mississippi,MS,,,13.36,Drug Overdose,2020,37,,,12.07
09/19/2020,Mississippi,MS,,,11.24,Drug Overdose,2020,38,,,12.07
09/26/2020,Mississippi,MS,,,10.88,Drug Overdose,2020,39,,,12.00
10/03/2020,Mississippi,MS,,,11.49,Drug Overdose,2020,40,,,11.74
10/10/2020,Mississippi,MS,,,12.61,Drug Overdose,2020,41,,,11.55
10/17/2020,Mississippi,MS,,,10.83,Drug Overdose,2020,42,,,11.45
10/24/2020,Mississippi,MS,,,,Drug Overdose,2020,43,,,10.88
10/31/2020,Mississippi,MS,,,10.27,Drug Overdose,2020,44,,,10.57
11/07/2020,Mississippi,MS,,,10.53,Drug Overdose,2020,45,,,10.05
11/14/2020,Mississippi,MS,,,10.48,Drug Overdose,2020,46,,,
11/21/2020,Mississippi,MS,,,11.76,Drug Overdose,2020,47,,,10.76
11/28/2020,Mississippi,MS,,,11.77,Drug Overdose,2020,48,,,11.14
12/05/2020,Mississippi,MS,,,10.57,Drug Overdose,2020,49,,,11.15
12/12/2020,Mississippi,MS,,,12.97,Drug Overdose,2020,50,,,11.77
12/19/2020,Mississippi,MS,,,12.61,Drug Overdose,2020,51,,,11.98
12/26/2020,Mississippi,MS,,,12.04,Drug Overdose,2020,52,,,12.05
01/02/2021,Mississippi,MS,,,12.93,Drug Overdose,2020,53,,,12.64
01/09/2021,Mississippi,MS,,,10.89,Drug Overdose,2021,1,,,12.12
01/16/2021,Mississippi,MS,,,,Drug Overdose,2021,2,,,10.82
01/23/2021,Mississippi,MS,,,,Drug Overdose,2021,3,,,10.08
01/02/2016,Mississippi,MS,,,,Suicide,2015,52,,,
01/09/2016,Mississippi,MS,,,,Suicide,2016,1,,,
01/16/2016,Mississippi,MS,,,,Suicide,2016,2,,,
01/23/2016,Mississippi,MS,,,,Suicide,2016,3,,,
01/30/2016,Mississippi,MS,,,,Suicide,2016,4,,,
02/06/2016,Mississippi,MS,,,,Suicide,2016,5,,,
02/13/2016,Mississippi,MS,,,,Suicide,2016,6,,,
02/20/2016,Mississippi,MS,,,,Suicide,2016,7,,,
02/27/2016,Mississippi,MS,,,,Suicide,2016,8,,,
03/05/2016,Mississippi,MS,,,,Suicide,2016,9,,,
03/12/2016,Mississippi,MS,,,10.95,Suicide,2016,10,,,
03/19/2016,Mississippi,MS,,,10.30,Suicide,2016,11,,,
03/26/2016,Mississippi,MS,,,,Suicide,2016,12,,,
04/02/2016,Mississippi,MS,,,,Suicide,2016,13,,,10.13
04/09/2016,Mississippi,MS,,,10.12,Suicide,2016,14,,,
04/16/2016,Mississippi,MS,,,10.59,Suicide,2016,15,,,
04/23/2016,Mississippi,MS,,,11.11,Suicide,2016,16,,,10.40
04/30/2016,Mississippi,MS,,,10.45,Suicide,2016,17,,,10.57
05/07/2016,Mississippi,MS,,,11.59,Suicide,2016,18,,,10.94
05/14/2016,Mississippi,MS,,,10.68,Suicide,2016,19,,,10.96
05/21/2016,Mississippi,MS,,,10.18,Suicide,2016,20,,,10.72
05/28/2016,Mississippi,MS,,,,Suicide,2016,21,,,10.36
06/04/2016,Mississippi,MS,,,,Suicide,2016,22,,,
06/11/2016,Mississippi,MS,,,,Suicide,2016,23,,,
06/18/2016,Mississippi,MS,,,11.45,Suicide,2016,24,,,10.06
06/25/2016,Mississippi,MS,,,,Suicide,2016,25,,,10.14
07/02/2016,Mississippi,MS,,,10.19,Suicide,2016,26,,,10.20
07/09/2016,Mississippi,MS,,,10.10,Suicide,2016,27,,,10.28
07/16/2016,Mississippi,MS,,,10.75,Suicide,2016,28,,,10.10
07/23/2016,Mississippi,MS,,,10.54,Suicide,2016,29,,,10.39
07/30/2016,Mississippi,MS,,,10.42,Suicide,2016,30,,,10.45
08/06/2016,Mississippi,MS,,,10.36,Suicide,2016,31,,,10.52
08/13/2016,Mississippi,MS,,,10.52,Suicide,2016,32,,,10.46
08/20/2016,Mississippi,MS,,,11.91,Suicide,2016,33,,,10.80
08/27/2016,Mississippi,MS,,,10.38,Suicide,2016,34,,,10.79
09/03/2016,Mississippi,MS,,,10.49,Suicide,2016,35,,,10.82
09/10/2016,Mississippi,MS,,,11.25,Suicide,2016,36,,,11.01
09/17/2016,Mississippi,MS,,,10.61,Suicide,2016,37,,,10.68
09/24/2016,Mississippi,MS,,,,Suicide,2016,38,,,10.41
10/01/2016,Mississippi,MS,,,,Suicide,2016,39,,,10.10
10/08/2016,Mississippi,MS,,,10.66,Suicide,2016,40,,,
10/15/2016,Mississippi,MS,,,,Suicide,2016,41,,,
10/22/2016,Mississippi,MS,,,,Suicide,2016,42,,,
10/29/2016,Mississippi,MS,,,10.54,Suicide,2016,43,,,10.25
11/05/2016,Mississippi,MS,,,10.40,Suicide,2016,44,,,10.18
11/12/2016,Mississippi,MS,,,,Suicide,2016,45,,,10.09
11/19/2016,Mississippi,MS,,,,Suicide,2016,46,,,10.08
11/26/2016,Mississippi,MS,,,,Suicide,2016,47,,,
12/03/2016,Mississippi,MS,,,,Suicide,2016,48,,,
12/10/2016,Mississippi,MS,,,,Suicide,2016,49,,,
12/17/2016,Mississippi,MS,,,,Suicide,2016,50,,,
12/24/2016,Mississippi,MS,,,,Suicide,2016,51,,,
12/31/2016,Mississippi,MS,,,,Suicide,2016,52,,,
01/07/2017,Mississippi,MS,,,,Suicide,2017,1,,,
01/14/2017,Mississippi,MS,,,10.07,Suicide,2017,2,,,
01/21/2017,Mississippi,MS,,,,Suicide,2017,3,,,
01/28/2017,Mississippi,MS,,,,Suicide,2017,4,,,
02/04/2017,Mississippi,MS,,,,Suicide,2017,5,,,
02/11/2017,Mississippi,MS,,,,Suicide,2017,6,,,
02/18/2017,Mississippi,MS,,,10.17,Suicide,2017,7,,,
02/25/2017,Mississippi,MS,,,11.24,Suicide,2017,8,,,10.06
03/04/2017,Mississippi,MS,,,10.21,Suicide,2017,9,,,10.29
03/11/2017,Mississippi,MS,,,,Suicide,2017,10,,,10.20
03/18/2017,Mississippi,MS,,,11.75,Suicide,2017,11,,,10.60
03/25/2017,Mississippi,MS,,,,Suicide,2017,12,,,10.22
04/01/2017,Mississippi,MS,,,10.82,Suicide,2017,13,,,10.37
04/08/2017,Mississippi,MS,,,10.90,Suicide,2017,14,,,10.80
04/15/2017,Mississippi,MS,,,11.12,Suicide,2017,15,,,10.64
04/22/2017,Mississippi,MS,,,11.27,Suicide,2017,16,,,11.03
04/29/2017,Mississippi,MS,,,10.81,Suicide,2017,17,,,11.03
05/06/2017,Mississippi,MS,,,10.35,Suicide,2017,18,,,10.89
05/13/2017,Mississippi,MS,,,10.60,Suicide,2017,19,,,10.76
05/20/2017,Mississippi,MS,,,10.84,Suicide,2017,20,,,10.65
05/27/2017,Mississippi,MS,,,10.82,Suicide,2017,21,,,10.65
06/03/2017,Mississippi,MS,,,12.40,Suicide,2017,22,,,11.17
06/10/2017,Mississippi,MS,,,10.78,Suicide,2017,23,,,11.21
06/17/2017,Mississippi,MS,,,11.86,Suicide,2017,24,,,11.47
06/24/2017,Mississippi,MS,,,10.96,Suicide,2017,25,,,11.50
07/01/2017,Mississippi,MS,,,10.12,Suicide,2017,26,,,10.93
07/08/2017,Mississippi,MS,,,11.42,Suicide,2017,27,,,11.09
07/15/2017,Mississippi,MS,,,11.08,Suicide,2017,28,,,10.89
07/22/2017,Mississippi,MS,,,10.45,Suicide,2017,29,,,10.77
07/29/2017,Mississippi,MS,,,11.42,Suicide,2017,30,,,11.09
08/05/2017,Mississippi,MS,,,10.34,Suicide,2017,31,,,10.82
08/12/2017,Mississippi,MS,,,10.52,Suicide,2017,32,,,10.68
08/19/2017,Mississippi,MS,,,10.99,Suicide,2017,33,,,10.82
08/26/2017,Mississippi,MS,,,11.49,Suicide,2017,34,,,10.84
09/02/2017,Mississippi,MS,,,11.16,Suicide,2017,35,,,11.04
09/09/2017,Mississippi,MS,,,10.49,Suicide,2017,36,,,11.03
09/16/2017,Mississippi,MS,,,12.28,Suicide,2017,37,,,11.35
09/23/2017,Mississippi,MS,,,11.16,Suicide,2017,38,,,11.27
09/30/2017,Mississippi,MS,,,11.08,Suicide,2017,39,,,11.25
10/07/2017,Mississippi,MS,,,11.81,Suicide,2017,40,,,11.58
10/14/2017,Mississippi,MS,,,11.89,Suicide,2017,41,,,11.48
10/21/2017,Mississippi,MS,,,11.50,Suicide,2017,42,,,11.57
10/28/2017,Mississippi,MS,,,10.29,Suicide,2017,43,,,11.37
11/04/2017,Mississippi,MS,,,10.97,Suicide,2017,44,,,11.16
11/11/2017,Mississippi,MS,,,10.75,Suicide,2017,45,,,10.88
11/18/2017,Mississippi,MS,,,10.35,Suicide,2017,46,,,10.59
11/25/2017,Mississippi,MS,,,,Suicide,2017,47,,,10.32
12/02/2017,Mississippi,MS,,,10.57,Suicide,2017,48,,,10.21
12/09/2017,Mississippi,MS,,,10.43,Suicide,2017,49,,,10.13
12/16/2017,Mississippi,MS,,,10.34,Suicide,2017,50,,,10.13
12/23/2017,Mississippi,MS,,,,Suicide,2017,51,,,10.14
12/30/2017,Mississippi,MS,,,,Suicide,2017,52,,,
01/06/2018,Mississippi,MS,,,,Suicide,2018,1,,,
01/13/2018,Mississippi,MS,,,10.02,Suicide,2018,2,,,
01/20/2018,Mississippi,MS,,,,Suicide,2018,3,,,
01/27/2018,Mississippi,MS,,,11.12,Suicide,2018,4,,,
02/03/2018,Mississippi,MS,,,10.22,Suicide,2018,5,,,10.06
02/10/2018,Mississippi,MS,,,12.02,Suicide,2018,6,,,10.56
02/17/2018,Mississippi,MS,,,10.85,Suicide,2018,7,,,11.05
02/24/2018,Mississippi,MS,,,10.57,Suicide,2018,8,,,10.91
03/03/2018,Mississippi,MS,,,,Suicide,2018,9,,,10.74
03/10/2018,Mississippi,MS,,,10.54,Suicide,2018,10,,,10.37
03/17/2018,Mississippi,MS,,,,Suicide,2018,11,,,10.11
03/24/2018,Mississippi,MS,,,10.98,Suicide,2018,12,,,10.22
03/31/2018,Mississippi,MS,,,10.76,Suicide,2018,13,,,10.52
04/07/2018,Mississippi,MS,,,10.22,Suicide,2018,14,,,10.44
04/14/2018,Mississippi,MS,,,12.82,Suicide,2018,15,,,11.19
04/21/2018,Mississippi,MS,,,11.04,Suicide,2018,16,,,11.21
04/28/2018,Mississippi,MS,,,10.04,Suicide,2018,17,,,11.03
05/05/2018,Mississippi,MS,,,10.33,Suicide,2018,18,,,11.06
05/12/2018,Mississippi,MS,,,10.68,Suicide,2018,19,,,10.52
05/19/2018,Mississippi,MS,,,10.57,Suicide,2018,20,,,10.40
05/26/2018,Mississippi,MS,,,10.55,Suicide,2018,21,,,10.53
06/02/2018,Mississippi,MS,,,10.73,Suicide,2018,22,,,10.63
06/09/2018,Mississippi,MS,,,11.20,Suicide,2018,23,,,10.76
06/16/2018,Mississippi,MS,,,11.97,Suicide,2018,24,,,11.11
06/23/2018,Mississippi,MS,,,12.45,Suicide,2018,25,,,11.59
06/30/2018,Mississippi,MS,,,12.51,Suicide,2018,26,,,12.03
07/07/2018,Mississippi,MS,,,12.62,Suicide,2018,27,,,12.39
07/14/2018,Mississippi,MS,,,10.81,Suicide,2018,28,,,12.10
07/21/2018,Mississippi,MS,,,11.78,Suicide,2018,29,,,11.93
07/28/2018,Mississippi,MS,,,12.09,Suicide,2018,30,,,11.83
08/04/2018,Mississippi,MS,,,11.15,Suicide,2018,31,,,11.46
08/11/2018,Mississippi,MS,,,12.32,Suicide,2018,32,,,11.84
08/18/2018,Mississippi,MS,,,10.83,Suicide,2018,33,,,11.60
08/25/2018,Mississippi,MS,,,10.98,Suicide,2018,34,,,11.32
09/01/2018,Mississippi,MS,,,12.00,Suicide,2018,35,,,11.53
09/08/2018,Mississippi,MS,,,12.62,Suicide,2018,36,,,11.61
09/15/2018,Mississippi,MS,,,11.71,Suicide,2018,37,,,11.83
09/22/2018,Mississippi,MS,,,12.03,Suicide,2018,38,,,12.09
09/29/2018,Mississippi,MS,,,10.66,Suicide,2018,39,,,11.76
10/06/2018,Mississippi,MS,,,11.16,Suicide,2018,40,,,11.39
10/13/2018,Mississippi,MS,,,10.98,Suicide,2018,41,,,11.21
10/20/2018,Mississippi,MS,,,10.08,Suicide,2018,42,,,10.72
10/27/2018,Mississippi,MS,,,,Suicide,2018,43,,,10.39
11/03/2018,Mississippi,MS,,,10.07,Suicide,2018,44,,,10.12
11/10/2018,Mississippi,MS,,,10.29,Suicide,2018,45,,,
11/17/2018,Mississippi,MS,,,,Suicide,2018,46,,,
11/24/2018,Mississippi,MS,,,,Suicide,2018,47,,,
12/01/2018,Mississippi,MS,,,,Suicide,2018,48,,,
12/08/2018,Mississippi,MS,,,10.22,Suicide,2018,49,,,
12/15/2018,Mississippi,MS,,,,Suicide,2018,50,,,
12/22/2018,Mississippi,MS,,,,Suicide,2018,51,,,
12/29/2018,Mississippi,MS,,,10.08,Suicide,2018,52,,,
01/05/2019,Mississippi,MS,,,10.53,Suicide,2019,1,,,
01/12/2019,Mississippi,MS,,,10.31,Suicide,2019,2,,,10.05
01/19/2019,Mississippi,MS,,,10.11,Suicide,2019,3,,,10.26
01/26/2019,Mississippi,MS,,,,Suicide,2019,4,,,10.06
02/02/2019,Mississippi,MS,,,,Suicide,2019,5,,,
02/09/2019,Mississippi,MS,,,10.28,Suicide,2019,6,,,
02/16/2019,Mississippi,MS,,,10.56,Suicide,2019,7,,,
02/23/2019,Mississippi,MS,,,10.61,Suicide,2019,8,,,10.31
03/02/2019,Mississippi,MS,,,10.26,Suicide,2019,9,,,10.43
03/09/2019,Mississippi,MS,,,10.55,Suicide,2019,10,,,10.50
03/16/2019,Mississippi,MS,,,10.72,Suicide,2019,11,,,10.54
03/23/2019,Mississippi,MS,,,10.58,Suicide,2019,12,,,10.53
03/30/2019,Mississippi,MS,,,11.73,Suicide,2019,13,,,10.90
04/06/2019,Mississippi,MS,,,12.04,Suicide,2019,14,,,11.27
04/13/2019,Mississippi,MS,,,10.45,Suicide,2019,15,,,11.20
04/20/2019,Mississippi,MS,,,10.86,Suicide,2019,16,,,11.27
04/27/2019,Mississippi,MS,,,,Suicide,2019,17,,,10.80
05/04/2019,Mississippi,MS,,,10.23,Suicide,2019,18,,,10.35
05/11/2019,Mississippi,MS,,,11.98,Suicide,2019,19,,,10.73
05/18/2019,Mississippi,MS,,,10.48,Suicide,2019,20,,,10.64
05/25/2019,Mississippi,MS,,,10.18,Suicide,2019,21,,,10.72
06/01/2019,Mississippi,MS,,,11.34,Suicide,2019,22,,,10.99
06/08/2019,Mississippi,MS,,,11.65,Suicide,2019,23,,,10.91
06/15/2019,Mississippi,MS,,,10.35,Suicide,2019,24,,,10.88
06/22/2019,Mississippi,MS,,,10.27,Suicide,2019,25,,,10.90
06/29/2019,Mississippi,MS,,,11.67,Suicide,2019,26,,,10.99
07/06/2019,Mississippi,MS,,,11.01,Suicide,2019,27,,,10.83
07/13/2019,Mississippi,MS,,,10.95,Suicide,2019,28,,,10.98
07/20/2019,Mississippi,MS,,,11.37,Suicide,2019,29,,,11.25
07/27/2019,Mississippi,MS,,,11.23,Suicide,2019,30,,,11.14
08/03/2019,Mississippi,MS,,,10.19,Suicide,2019,31,,,10.94
08/10/2019,Mississippi,MS,,,10.84,Suicide,2019,32,,,10.91
08/17/2019,Mississippi,MS,,,11.86,Suicide,2019,33,,,11.03
08/24/2019,Mississippi,MS,,,10.94,Suicide,2019,34,,,10.96
08/31/2019,Mississippi,MS,,,10.88,Suicide,2019,35,,,11.13
09/07/2019,Mississippi,MS,,,11.48,Suicide,2019,36,,,11.29
09/14/2019,Mississippi,MS,,,11.74,Suicide,2019,37,,,11.26
09/21/2019,Mississippi,MS,,,10.93,Suicide,2019,38,,,11.26
09/28/2019,Mississippi,MS,,,10.57,Suicide,2019,39,,,11.18
10/05/2019,Mississippi,MS,,,10.74,Suicide,2019,40,,,11.00
10/12/2019,Mississippi,MS,,,,Suicide,2019,41,,,10.53
10/19/2019,Mississippi,MS,,,10.26,Suicide,2019,42,,,10.36
10/26/2019,Mississippi,MS,,,10.90,Suicide,2019,43,,,10.44
11/02/2019,Mississippi,MS,,,10.59,Suicide,2019,44,,,10.40
11/09/2019,Mississippi,MS,,,10.13,Suicide,2019,45,,,10.47
11/16/2019,Mississippi,MS,,,10.08,Suicide,2019,46,,,10.43
11/23/2019,Mississippi,MS,,,10.20,Suicide,2019,47,,,10.25
11/30/2019,Mississippi,MS,,,,Suicide,2019,48,,,
12/07/2019,Mississippi,MS,,,10.67,Suicide,2019,49,,,10.03
12/14/2019,Mississippi,MS,,,10.04,Suicide,2019,50,,,10.02
12/21/2019,Mississippi,MS,,,,Suicide,2019,51,,,
12/28/2019,Mississippi,MS,,,,Suicide,2019,52,,,
01/04/2020,Mississippi,MS,,,11.54,Suicide,2020,1,,,10.12
01/11/2020,Mississippi,MS,,,,Suicide,2020,2,,,10.04
01/18/2020,Mississippi,MS,,,10.97,Suicide,2020,3,,,10.37
01/25/2020,Mississippi,MS,,,10.12,Suicide,2020,4,,,10.59
02/01/2020,Mississippi,MS,,,10.07,Suicide,2020,5,,,10.22
02/08/2020,Mississippi,MS,,,10.23,Suicide,2020,6,,,10.35
02/15/2020,Mississippi,MS,,,10.04,Suicide,2020,7,,,10.12
02/22/2020,Mississippi,MS,,,10.15,Suicide,2020,8,,,10.12
02/29/2020,Mississippi,MS,,,,Suicide,2020,9,,,
03/07/2020,Mississippi,MS,,,11.91,Suicide,2020,10,,,10.34
03/14/2020,Mississippi,MS,,,11.53,Suicide,2020,11,,,10.72
03/21/2020,Mississippi,MS,,,,Suicide,2020,12,,,10.56
03/28/2020,Mississippi,MS,,,,Suicide,2020,13,,,10.47
04/04/2020,Mississippi,MS,,,,Suicide,2020,14,,,
04/11/2020,Mississippi,MS,,,,Suicide,2020,15,,,
04/18/2020,Mississippi,MS,,,,Suicide,2020,16,,,
04/25/2020,Mississippi,MS,,,,Suicide,2020,17,,,
05/02/2020,Mississippi,MS,,,,Suicide,2020,18,,,
05/09/2020,Mississippi,MS,,,11.18,Suicide,2020,19,,,
05/16/2020,Mississippi,MS,,,,Suicide,2020,20,,,10.02
05/23/2020,Mississippi,MS,,,,Suicide,2020,21,,,
05/30/2020,Mississippi,MS,,,10.81,Suicide,2020,22,,,10.22
06/06/2020,Mississippi,MS,,,10.51,Suicide,2020,23,,,10.06
06/13/2020,Mississippi,MS,,,10.06,Suicide,2020,24,,,10.18
06/20/2020,Mississippi,MS,,,10.19,Suicide,2020,25,,,10.39
06/27/2020,Mississippi,MS,,,10.99,Suicide,2020,26,,,10.44
07/04/2020,Mississippi,MS,,,10.51,Suicide,2020,27,,,10.44
07/11/2020,Mississippi,MS,,,10.73,Suicide,2020,28,,,10.61
07/18/2020,Mississippi,MS,,,11.61,Suicide,2020,29,,,10.96
07/25/2020,Mississippi,MS,,,10.47,Suicide,2020,30,,,10.83
08/01/2020,Mississippi,MS,,,10.39,Suicide,2020,31,,,10.80
08/08/2020,Mississippi,MS,,,10.34,Suicide,2020,32,,,10.70
08/15/2020,Mississippi,MS,,,,Suicide,2020,33,,,10.25
08/22/2020,Mississippi,MS,,,,Suicide,2020,34,,,10.13
08/29/2020,Mississippi,MS,,,10.25,Suicide,2020,35,,,10.09
09/05/2020,Mississippi,MS,,,11.28,Suicide,2020,36,,,10.33
09/12/2020,Mississippi,MS,,,10.74,Suicide,2020,37,,,10.56
09/19/2020,Mississippi,MS,,,,Suicide,2020,38,,,10.50
09/26/2020,Mississippi,MS,,,10.13,Suicide,2020,39,,,10.47
10/03/2020,Mississippi,MS,,,10.48,Suicide,2020,40,,,10.27
10/10/2020,Mississippi,MS,,,10.51,Suicide,2020,41,,,10.21
10/17/2020,Mississippi,MS,,,10.34,Suicide,2020,42,,,10.36
10/24/2020,Mississippi,MS,,,,Suicide,2020,43,,,10.16
10/31/2020,Mississippi,MS,,,,Suicide,2020,44,,,
11/07/2020,Mississippi,MS,,,10.10,Suicide,2020,45,,,
11/14/2020,Mississippi,MS,,,,Suicide,2020,46,,,
11/21/2020,Mississippi,MS,,,10.80,Suicide,2020,47,,,10.10
11/28/2020,Mississippi,MS,,,,Suicide,2020,48,,,10.07
12/05/2020,Mississippi,MS,,,,Suicide,2020,49,,,
12/12/2020,Mississippi,MS,,,10.66,Suicide,2020,50,,,10.10
12/19/2020,Mississippi,MS,,,,Suicide,2020,51,,,
12/26/2020,Mississippi,MS,,,,Suicide,2020,52,,,
01/02/2021,Mississippi,MS,,,11.03,Suicide,2020,53,,,
01/09/2021,Mississippi,MS,,,,Suicide,2021,1,,,
01/16/2021,Mississippi,MS,,,,Suicide,2021,2,,,10.17
01/23/2021,Mississippi,MS,,,,Suicide,2021,3,,,
01/02/2016,Mississippi,MS,,,,Transportation-related,2015,52,,,
01/09/2016,Mississippi,MS,,,13.42,Transportation-related,2016,1,,,
01/16/2016,Mississippi,MS,,,13.26,Transportation-related,2016,2,,,
01/23/2016,Mississippi,MS,11.83,,15.94,Transportation-related,2016,3,,,12.01
01/30/2016,Mississippi,MS,11.39,,15.38,Transportation-related,2016,4,10.71,,14.50
02/06/2016,Mississippi,MS,11.31,,15.27,Transportation-related,2016,5,11.07,,14.96
02/13/2016,Mississippi,MS,13.07,,17.54,Transportation-related,2016,6,11.90,,16.03
02/20/2016,Mississippi,MS,12.34,,16.60,Transportation-related,2016,7,12.03,,16.20
02/27/2016,Mississippi,MS,12.36,,16.62,Transportation-related,2016,8,12.27,,16.51
03/05/2016,Mississippi,MS,12.39,,16.66,Transportation-related,2016,9,12.54,,16.85
03/12/2016,Mississippi,MS,13.78,10.19,18.44,Transportation-related,2016,10,12.72,,17.08
03/19/2016,Mississippi,MS,12.60,,16.93,Transportation-related,2016,11,12.78,,17.16
03/26/2016,Mississippi,MS,12.73,,17.09,Transportation-related,2016,12,12.87,,17.28
04/02/2016,Mississippi,MS,14.27,10.57,19.06,Transportation-related,2016,13,13.35,,17.88
04/09/2016,Mississippi,MS,13.19,,17.68,Transportation-related,2016,14,13.20,,17.69
04/16/2016,Mississippi,MS,11.75,,15.84,Transportation-related,2016,15,12.98,,17.42
04/23/2016,Mississippi,MS,12.70,,17.06,Transportation-related,2016,16,12.98,,17.41
04/30/2016,Mississippi,MS,13.14,,17.62,Transportation-related,2016,17,12.69,,17.05
05/07/2016,Mississippi,MS,16.55,12.34,21.93,Transportation-related,2016,18,13.53,10.00,18.11
05/14/2016,Mississippi,MS,14.81,10.99,19.74,Transportation-related,2016,19,14.30,10.60,19.09
05/21/2016,Mississippi,MS,18.05,13.52,23.81,Transportation-related,2016,20,15.63,11.64,20.77
05/28/2016,Mississippi,MS,16.73,12.49,22.17,Transportation-related,2016,21,16.53,12.34,21.91
06/04/2016,Mississippi,MS,16.14,12.03,21.42,Transportation-related,2016,22,16.43,12.26,21.78
06/11/2016,Mississippi,MS,16.55,12.35,21.93,Transportation-related,2016,23,16.87,12.60,22.33
06/18/2016,Mississippi,MS,17.65,13.21,23.31,Transportation-related,2016,24,16.77,12.52,22.20
06/25/2016,Mississippi,MS,16.50,12.31,21.86,Transportation-related,2016,25,16.71,12.47,22.13
07/02/2016,Mississippi,MS,19.72,14.85,25.89,Transportation-related,2016,26,17.60,13.18,23.25
07/09/2016,Mississippi,MS,17.89,13.40,23.60,Transportation-related,2016,27,17.94,13.44,23.67
07/16/2016,Mississippi,MS,15.03,11.16,20.01,Transportation-related,2016,28,17.28,12.93,22.84
07/23/2016,Mississippi,MS,13.55,10.01,18.13,Transportation-related,2016,29,16.55,12.35,21.91
07/30/2016,Mississippi,MS,15.03,11.16,20.01,Transportation-related,2016,30,15.37,11.43,20.44
08/06/2016,Mississippi,MS,16.70,12.47,22.12,Transportation-related,2016,31,15.08,11.20,20.07
08/13/2016,Mississippi,MS,15.60,11.60,20.73,Transportation-related,2016,32,15.22,11.31,20.25
08/20/2016,Mississippi,MS,13.61,10.06,18.21,Transportation-related,2016,33,15.23,11.32,20.27
08/27/2016,Mississippi,MS,17.55,13.13,23.19,Transportation-related,2016,34,15.86,11.82,21.06
09/03/2016,Mississippi,MS,17.35,12.98,22.94,Transportation-related,2016,35,16.03,11.94,21.27
09/10/2016,Mississippi,MS,14.42,10.69,19.24,Transportation-related,2016,36,15.73,11.71,20.89
09/17/2016,Mississippi,MS,15.61,11.61,20.74,Transportation-related,2016,37,16.23,12.10,21.53
09/24/2016,Mississippi,MS,15.70,11.68,20.85,Transportation-related,2016,38,15.77,11.74,20.94
10/01/2016,Mississippi,MS,14.72,10.92,19.62,Transportation-related,2016,39,15.11,11.22,20.11
10/08/2016,Mississippi,MS,21.22,16.04,27.75,Transportation-related,2016,40,16.81,12.56,22.24
10/15/2016,Mississippi,MS,17.91,13.42,23.63,Transportation-related,2016,41,17.39,13.01,22.96
10/22/2016,Mississippi,MS,15.03,11.16,20.01,Transportation-related,2016,42,17.22,12.88,22.75
10/29/2016,Mississippi,MS,15.88,11.83,21.09,Transportation-related,2016,43,17.51,13.11,23.12
11/05/2016,Mississippi,MS,18.00,13.49,23.75,Transportation-related,2016,44,16.71,12.47,22.12
11/12/2016,Mississippi,MS,14.77,10.96,19.69,Transportation-related,2016,45,15.92,11.86,21.13
11/19/2016,Mississippi,MS,14.43,10.70,19.26,Transportation-related,2016,46,15.77,11.74,20.94
11/26/2016,Mississippi,MS,16.66,12.43,22.07,Transportation-related,2016,47,15.97,11.89,21.19
12/03/2016,Mississippi,MS,14.60,10.83,19.47,Transportation-related,2016,48,15.12,11.23,20.12
12/10/2016,Mississippi,MS,16.06,11.97,21.32,Transportation-related,2016,49,15.44,11.48,20.53
12/17/2016,Mississippi,MS,13.42,,17.98,Transportation-related,2016,50,15.19,11.28,20.21
12/24/2016,Mississippi,MS,12.52,,16.82,Transportation-related,2016,51,14.15,10.48,18.90
12/31/2016,Mississippi,MS,14.09,10.43,18.83,Transportation-related,2016,52,14.02,10.38,18.74
01/07/2017,Mississippi,MS,14.33,10.62,19.14,Transportation-related,2017,1,13.59,10.04,18.19
01/14/2017,Mississippi,MS,13.19,,17.69,Transportation-related,2017,2,13.53,,18.12
01/21/2017,Mississippi,MS,13.27,,17.79,Transportation-related,2017,3,13.72,10.15,18.36
01/28/2017,Mississippi,MS,12.31,,16.55,Transportation-related,2017,4,13.28,,17.79
02/04/2017,Mississippi,MS,11.71,,15.78,Transportation-related,2017,5,12.62,,16.95
02/11/2017,Mississippi,MS,11.79,,15.88,Transportation-related,2017,6,12.27,,16.50
02/18/2017,Mississippi,MS,11.90,,16.03,Transportation-related,2017,7,11.92,,16.06
02/25/2017,Mississippi,MS,11.58,,15.62,Transportation-related,2017,8,11.74,,15.83
03/04/2017,Mississippi,MS,13.55,10.01,18.14,Transportation-related,2017,9,12.20,,16.42
03/11/2017,Mississippi,MS,14.37,10.64,19.18,Transportation-related,2017,10,12.85,,17.24
03/18/2017,Mississippi,MS,13.66,10.10,18.29,Transportation-related,2017,11,13.29,,17.81
03/25/2017,Mississippi,MS,14.30,10.59,19.09,Transportation-related,2017,12,13.97,10.33,18.68
